id,zipcode,floors,housetype,garage,lotarea,livingarea,Nbathroom,yearbuilt,yrremodeled,yearsale,monthsale,price
421,27131,1,Bungalow,307,2911,1327,1,1984,,1996,11,426000
422,27119,2,Cottage,190,1692,1813,2,1976,1989,2003,9,427500
423,27137,2,Town,192,1903,2441,2,1983,,2000,2,496500
424,27134,2,Cottage,,1416,2186,3,1969,1988,1995,4,369000
425,27131,1,Bungalow,199,1434,859,1,1979,,1995,1,202500
426,27134,1,Bungalow,,1743,1124,1,1984,,2000,3,190000
427,27121,3,Town,203,1479,2823,3,1976,1989,1999,2,633500
428,27119,1,Bungalow,,1156,616,1,1973,,1998,6,141500
429,27131,2,Cottage,306,2248,2811,3,1967,1985,2004,4,547500
430,27134,2,Farm,,1508,2302,2,1975,,2001,3,263000
431,27131,2,Detached,,1176,1362,3,1963,,1997,7,214000
432,27119,2,Detached,,995,1246,1,1989,,2003,6,281000
433,27131,2,Detached,240,1843,2027,2,1982,,2000,9,449000
434,27127,1,Bungalow,,1602,1082,1,1960,1980,1997,4,130500
435,27121,1,Bungalow,,1621,1065,1,1969,,1999,9,246000
436,27134,2,Detached,,1684,2193,2,1981,,1998,10,401000
437,27133,2,Town,,907,1347,2,1977,,2000,4,159000
438,27119,3,Detached,198,1587,2727,3,1986,,1997,2,548000
439,27131,2,Farm,,2356,2616,2,1967,1982,2002,4,529500
440,27137,2,Detached,210,1735,1810,3,1986,,1997,5,388000
441,27137,2,Town,,1201,1746,2,1983,,1999,10,332000
442,27119,2,Detached,,1091,1701,2,1964,,1998,5,235000
443,27134,3,Town,196,1912,4133,3,1979,,1997,1,612000
444,27119,2,Detached,206,2153,2771,3,1988,,2000,7,589000
445,27134,2,Ranch,,1696,2324,2,1988,,1999,11,363500
446,27131,2,Town,221,2403,2327,2,1979,,2001,7,479500
447,27133,2,Cottage,,1189,1636,2,1960,,1999,9,157500
448,27134,2,Cottage,,1478,2398,2,1972,,2000,5,280000
449,27131,3,Detached,,2072,3242,3,1972,,1996,5,520500
450,27131,1,Bungalow,215,2531,1458,1,1974,,2004,7,349500
451,27119,2,Cottage,210,1948,2277,3,1973,,1995,3,418000
452,27119,2,Cottage,,1354,1669,2,1970,,1999,10,287000
453,27119,3,Detached,211,1927,3055,3,1977,,1995,3,509000
454,27137,2,Cottage,215,2353,2672,2,1978,,1997,7,488500
455,27127,2,Farm,,1239,1866,2,1976,,1996,10,200500
456,27131,3,Town,,1827,2948,3,1971,,1996,6,442000
457,27115,3,Ranch,296,2355,4022,3,1969,,1995,10,791000
458,27134,2,Farm,,1239,1617,2,1960,,2002,1,164500
459,27119,2,Detached,,1485,2073,2,1976,,1996,2,380500
460,27137,1,Bungalow,,1295,796,1,1961,1981,1999,1,179000
461,27121,2,Town,317,2850,2304,2,1960,1981,1998,8,478000
462,27137,1,Bungalow,227,2582,1244,1,1976,,2001,10,312500
463,27121,3,Detached,273,2472,3680,3,1988,,2002,8,947500
464,27127,1,Bungalow,,965,699,1,1972,,2000,5,88500
465,27134,2,Town,,898,1209,1,1987,,2000,2,181500
466,27133,2,Detached,,1901,1864,2,1980,,1995,8,390000
467,27137,2,Town,319,2705,2724,2,1985,,1996,3,574000
468,27131,2,Cottage,250,2263,2859,2,1985,,1995,10,642500
469,27137,1,Bungalow,,1447,813,1,1972,,1995,5,188000
470,27115,3,Detached,315,3236,4555,3,1967,,1999,2,938000
471,27131,2,Farm,194,2749,2543,2,1981,,2000,3,559500
472,27137,2,Town,223,2564,2452,1,1984,,1999,3,572500
473,27127,2,Farm,,1307,1883,2,1972,,2004,11,211000
474,27131,3,Detached,203,2048,3960,3,1975,,1999,6,680000
475,27137,3,Ranch,,980,2115,3,1985,,1998,2,417500
476,27134,2,Farm,,1354,2212,2,1976,,2004,3,275500
477,27121,2,Detached,237,2252,2396,2,1965,1986,1998,2,489000
478,27115,3,Cottage,436,3405,3942,3,1960,,2002,9,819000
479,27115,3,Town,229,1648,2157,3,1961,,2002,3,392000
480,27121,1,Bungalow,,1106,725,1,1978,,2003,2,211000
481,27127,2,Farm,,1325,1801,2,1987,,1997,6,262000
482,27119,2,Cottage,245,1698,2281,2,1988,,1999,7,507500
483,27133,2,Cottage,,801,1099,2,1972,,2002,1,132000
484,27115,2,Detached,,1632,1682,2,1964,,1999,1,372500
485,27115,2,Detached,335,2031,2475,1,1962,1983,1999,12,591000
486,27134,2,Town,,1604,2111,2,1988,,1999,12,343000
487,27133,1,Bungalow,,768,560,1,1977,,2004,8,90000
488,27137,2,Town,,1484,1531,3,1987,,1999,12,379000
489,27137,1,Bungalow,,2086,1224,1,1985,,1995,9,333000
490,27133,2,Detached,,1407,2071,2,1986,,2000,12,306500
491,27127,1,Bungalow,,966,779,1,1986,,1997,8,122500
492,27134,2,Farm,,1021,1484,2,1982,,1995,4,242000
493,27134,1,Bungalow,,1007,609,1,1986,,1995,5,154500
494,27115,2,Detached,500,4782,3420,1,1977,,2003,12,1104500
495,27131,2,Cottage,248,2209,2768,1,1975,,2001,9,508500
496,27133,2,Cottage,,1204,1559,2,1965,,2000,9,175500
497,27131,2,Detached,,1221,1904,1,1974,,2003,5,346500
498,27131,2,Detached,,1291,1677,2,1982,,1997,3,332500
499,27127,2,Farm,,1158,1980,2,1984,,2002,4,258500
500,27131,3,Detached,,1228,2083,3,1975,,2001,7,383000
501,27133,2,Detached,,1088,1290,2,1969,,1995,12,215000
502,27127,2,Cottage,,1317,1925,2,1976,,2000,12,217000
503,27137,2,Detached,,1363,1513,2,1963,,1999,4,224000
504,27131,2,Detached,199,1643,1919,3,1981,,2002,12,399500
505,27134,2,Cottage,,1057,1595,2,1977,,2002,5,199500
506,27119,1,Bungalow,195,1625,1071,1,1965,1980,1998,1,218000
507,27115,3,Cottage,289,3019,4217,3,1961,1986,2001,7,880500
508,27121,3,Cottage,358,3785,4855,3,1963,,2001,5,945000
509,27121,3,Ranch,312,3807,4595,3,1971,,1997,8,945500
510,27134,2,Cottage,,776,1078,2,1964,,1997,1,138500
511,27131,2,Farm,,1093,1289,2,1967,1989,2002,6,274500
512,27115,2,Detached,400,2827,2373,2,1965,1986,1999,8,620500
513,27127,2,Farm,,803,1164,2,1961,1983,2002,3,127500
514,27115,3,Detached,500,4470,4968,3,1974,,2002,5,1202000
515,27115,2,Ranch,,1649,2105,2,1983,,1998,8,584500
516,27133,1,Bungalow,,1090,910,1,1971,,2000,2,118000
517,27133,2,Farm,,1675,2262,2,1963,,2003,2,246500
518,27134,2,Cottage,194,2005,2290,2,1967,,1996,12,337000
519,27137,3,Detached,,1153,2200,3,1963,1983,2003,5,369000
520,27127,1,Bungalow,,1444,1059,1,1972,1984,1995,11,157500
521,27131,2,Detached,,1671,1782,3,1972,,2003,5,339500
522,27115,3,Detached,327,2205,3813,3,1964,1989,1996,3,880500
523,27134,2,Cottage,,1775,1910,2,1962,,1995,7,271000
524,27137,1,Bungalow,,2533,1297,1,1971,1983,2003,5,356500
525,27115,2,Detached,291,1495,1782,2,1969,,2001,11,363500
526,27115,2,Cottage,,1468,1248,2,1962,1979,1998,3,275000
527,27134,2,Farm,,829,1299,1,1981,,2004,8,170500
528,27134,3,Cottage,,937,2002,3,1975,,1995,3,288500
529,27133,2,Town,,858,1139,2,1975,,2000,10,140500
530,27115,3,Town,248,2775,3301,3,1971,,1995,1,657500
531,27119,2,Cottage,,2432,2433,2,1966,,2004,3,413500
532,27137,2,Detached,217,1509,1921,2,1968,,2000,4,303500
533,27133,1,Bungalow,196,2815,1291,1,1964,1988,1995,8,334000
534,27134,2,Detached,,913,1437,2,1982,,1999,10,185000
535,27119,2,Ranch,,1707,1818,1,1969,,1997,4,321000
536,27131,3,Town,249,2865,3992,3,1970,1987,1998,1,759500
537,27137,1,Bungalow,,1233,682,1,1977,1989,1995,3,172000
538,27131,2,Detached,350,3241,2981,1,1986,,1996,7,725000
539,27119,2,Detached,,1327,1599,2,1977,,2004,1,323000
540,27134,1,Bungalow,,1088,857,1,1982,,2002,8,140500
541,27119,2,Detached,205,1821,1777,2,1978,,1999,12,373500
542,27133,1,Bungalow,,1346,963,1,1970,,2000,5,139000
543,27133,2,Farm,,1383,1862,2,1968,,2003,9,224500
544,27119,2,Cottage,,1413,1765,1,1982,,1996,2,368000
545,27119,3,Detached,,782,1703,3,1982,,2002,8,342000
546,27137,2,Town,195,2322,2120,2,1986,,2001,7,527000
547,27131,1,Bungalow,245,2488,1187,1,1981,,2003,4,357500
548,27137,1,Bungalow,220,1521,1044,1,1971,,1996,6,211500
549,27115,3,Detached,278,2477,4687,3,1970,,1996,7,990000
550,27127,2,Detached,,1011,1666,2,1976,,2000,10,197000
551,27121,1,Bungalow,,964,590,1,1970,,2002,12,145500
552,27131,3,Town,302,2130,4382,3,1969,1985,2002,4,803000
553,27134,2,Town,,766,1241,2,1979,,1995,6,208000
554,27131,2,Cottage,268,2316,2365,2,1965,1988,1999,6,485000
555,27127,1,Bungalow,,1371,1134,1,1965,1979,2004,8,143500
556,27121,2,Detached,,1591,1824,2,1989,,2004,5,550500
557,27127,2,Farm,,1165,1989,1,1969,,1998,11,189500
558,27115,2,Ranch,489,3377,3438,2,1961,1978,2001,12,836500
559,27134,3,Detached,,1876,3264,3,1982,,1997,4,534000
560,27131,1,Bungalow,,765,575,1,1974,,2003,7,133000
561,27115,2,Town,300,2144,2594,1,1968,,2004,11,537500
562,27115,1,Bungalow,380,1983,1207,1,1970,1986,1997,7,345500
563,27133,2,Town,,1500,2052,2,1975,,2004,7,248500
564,27137,2,Detached,214,2537,2669,2,1987,,2003,6,622500
565,27127,2,Farm,,1156,1755,2,1974,,1999,4,195000
566,27119,2,Cottage,223,2022,2615,3,1964,,1999,7,397500
567,27121,3,Detached,,1635,2125,3,1964,,2000,11,359500
568,27119,2,Cottage,,1532,1761,3,1964,,1995,11,276500
569,27134,2,Town,,1489,2264,2,1962,1989,2000,6,269500
570,27134,2,Cottage,,1039,1471,3,1986,,1996,12,286000
571,27119,3,Cottage,,1841,3369,3,1978,,1998,10,639500
572,27115,1,Bungalow,,799,570,1,1979,,1997,7,162000
573,27137,2,Detached,,1318,1939,2,1982,,1996,4,402000
574,27137,3,Town,252,2127,4006,3,1974,,2000,6,715500
575,27137,3,Town,,1584,2574,3,1981,,2001,2,516000
576,27133,2,Detached,205,2527,3000,2,1987,,1995,12,775000
577,27121,2,Town,,878,1164,2,1982,,1996,5,265000
578,27115,2,Detached,,1383,1518,2,1963,,2003,7,300000
579,27127,1,Bungalow,,1324,920,1,1985,,1996,11,152000
580,27134,2,Ranch,,975,1096,3,1965,,1996,7,164000
581,27115,1,Bungalow,395,3434,1353,1,1988,,1998,2,561500
582,27131,2,Detached,,1682,1883,2,1983,,2001,12,420000
583,27119,1,Bungalow,300,3024,1462,1,1965,1987,2002,11,373500
584,27119,2,Detached,,1599,1632,1,1961,,1997,8,258000
585,27133,2,Cottage,,919,1332,2,1969,,2000,8,152500
586,27131,3,Detached,,1747,2709,3,1962,,2003,5,389500
587,27137,2,Farm,,1200,1713,2,1966,1987,2001,12,312500
588,27127,1,Bungalow,,1381,1126,1,1989,,1996,8,179000
589,27133,2,Detached,,1203,2000,2,1966,,2001,2,220000
590,27119,1,Bungalow,269,2831,1440,1,1965,1988,2000,11,355500
591,27134,2,Cottage,,1209,1846,2,1984,,2003,9,269500
592,27133,2,Cottage,,1066,1081,3,1976,,1998,5,228500
593,27134,1,Bungalow,,1728,1183,1,1979,,2000,5,192000
594,27121,2,Town,212,1769,1865,2,1969,1985,2004,3,414000
595,27121,3,Cottage,,1610,2098,3,1984,,1999,5,529000
596,27115,1,Bungalow,243,1461,853,1,1985,,1998,8,308000
597,27134,2,Detached,200,2194,2536,2,1980,,1998,2,481000
598,27119,2,Farm,,1726,1730,2,1960,1983,2001,9,328500
599,27133,2,Cottage,,992,1605,1,1963,,1999,10,169500
600,27115,3,Detached,223,1686,2113,3,1963,1977,2000,8,491000
601,27134,2,Cottage,,732,1229,2,1983,,2004,2,159500
602,27115,3,Detached,389,3426,4890,3,1961,1979,2004,1,1029500
603,27133,2,Town,,1096,1476,2,1975,,2000,1,172500
604,27133,2,Town,,1107,1263,2,1973,,1997,7,235000
605,27134,2,Town,,844,1378,2,1963,,2000,12,143000
606,27133,1,Bungalow,,1208,878,1,1960,1985,2001,11,134500
607,27133,1,Bungalow,,1378,1088,1,1970,1984,2001,8,155000
608,27133,2,Cottage,,733,1006,2,1983,,2003,1,148500
609,27137,2,Town,283,2719,2518,2,1964,1979,2002,11,522500
610,27119,2,Farm,235,2798,2603,1,1970,1988,1997,10,580000
611,27134,2,Detached,,1524,2196,2,1985,,1999,3,425000
612,27121,1,Bungalow,265,2487,976,1,1960,1981,1997,11,280500
613,27133,1,Bungalow,,895,584,1,1989,,2004,2,114000
614,27134,2,Cottage,212,1793,2485,2,1981,,1996,1,458500
615,27115,2,Farm,282,2026,2489,2,1976,1989,2004,10,726000
616,27121,2,Detached,198,2706,2554,2,1978,,1999,8,665500
617,27133,2,Detached,,1117,1511,2,1971,1988,2001,12,213000
618,27134,2,Detached,,1290,1513,2,1988,,1995,5,303500
619,27121,2,Detached,278,3152,2999,1,1981,,2001,7,772000
620,27131,1,Bungalow,,1323,777,1,1965,1978,1999,7,169000
621,27119,2,Detached,,1534,1897,3,1972,,2002,6,315500
622,27137,2,Detached,234,1906,2394,1,1979,,2001,7,474000
623,27134,1,Bungalow,,1172,973,1,1986,,1999,11,166500
624,27137,3,Town,,2143,3611,3,1989,,2000,6,844500
625,27131,3,Town,202,1710,2563,3,1982,,2000,2,493500
626,27115,2,Detached,437,3273,2782,3,1966,,1996,7,669000
627,27134,3,Detached,,851,1850,3,1969,,1997,5,241500
628,27119,1,Bungalow,,1312,647,1,1982,,1995,10,193500
629,27137,2,Ranch,193,2776,2533,3,1967,,1996,1,409500
630,27115,1,Bungalow,292,3256,1165,1,1975,,1996,9,415500
631,27137,2,Cottage,,1263,1858,2,1969,,2000,6,282000
632,27119,2,Ranch,,2647,2837,2,1975,,1997,9,521500
633,27131,1,Bungalow,236,1726,1093,1,1979,,1999,12,260500
634,27134,2,Detached,,1056,1557,1,1963,1979,1998,8,222500
635,27121,3,Cottage,,1160,1691,3,1979,,2003,3,380000
636,27121,3,Detached,273,2808,3886,3,1971,1988,1996,8,887000
637,27115,3,Detached,318,4124,4751,3,1970,1988,1995,9,1153500
638,27131,1,Bungalow,193,1467,845,1,1978,,2001,11,217500
639,27127,2,Farm,,1009,1710,2,1978,,2001,6,198000
640,27134,2,Town,,1601,2276,2,1985,,2000,7,332000
641,27131,2,Cottage,,2869,2917,3,1984,,2003,2,656000
642,27133,2,Town,285,2289,2714,2,1967,,1995,7,466000
643,27134,2,Detached,,1532,1676,1,1960,,1997,9,218000
644,27137,2,Detached,,1283,1546,2,1978,,2001,12,302500
645,27137,2,Town,255,2985,2982,1,1971,1983,2001,1,619500
646,27131,2,Detached,291,2098,2602,2,1977,,1996,6,480000
647,27133,2,Ranch,,1069,1543,2,1971,,2001,2,185000
648,27127,1,Bungalow,,1025,816,1,1987,,1996,5,137000
649,27137,1,Bungalow,259,3090,1485,1,1970,,1997,8,330000
650,27134,2,Cottage,,1123,1500,2,1971,,2001,12,185000
651,27131,1,Bungalow,,1888,1058,1,1975,,2003,10,244000
652,27133,2,Ranch,,1121,1780,1,1984,,2003,6,247000
653,27133,3,Detached,,1139,2075,3,1967,,1998,8,311000
654,27119,1,Bungalow,,984,559,1,1969,1989,1995,7,145500
655,27115,1,Bungalow,,1452,846,1,1973,,2002,9,260500
656,27134,1,Bungalow,,1670,1133,1,1969,,2004,5,154500
657,27133,2,Detached,,1598,1594,1,1987,,1999,1,403500
658,27119,2,Town,228,2772,2772,2,1986,,2002,12,679000
659,27115,1,Bungalow,380,3003,1460,1,1963,1979,2002,9,452500
660,27119,3,Cottage,324,3192,4370,3,1973,,1997,8,779500
661,27115,1,Bungalow,378,2209,1183,1,1967,,2004,11,321000
662,27119,1,Bungalow,,983,608,1,1963,,1995,9,108500
663,27137,1,Bungalow,235,2789,1299,1,1982,,1997,10,373500
664,27133,1,Bungalow,,834,617,1,1985,,1996,9,152500
665,27131,3,Cottage,270,1870,3505,3,1989,,1997,12,752000
666,27134,2,Town,,889,1120,1,1975,,1997,11,172000
667,27131,2,Detached,255,2393,2926,2,1978,,1995,6,581500
668,27137,1,Bungalow,,2335,1170,1,1977,,2004,8,314000
669,27115,2,Town,275,2369,2298,1,1979,,1995,2,607000
670,27133,1,Bungalow,,1224,792,1,1975,,2004,1,123000
671,27137,2,Farm,221,1755,2223,3,1961,1983,1995,9,376000
672,27131,2,Farm,,1002,1123,2,1979,,2003,4,221500
673,27121,2,Ranch,,1287,1779,2,1965,,1996,5,304500
674,27127,2,Farm,,1346,2245,2,1967,1985,2001,6,263000
675,27119,2,Detached,288,3309,2980,2,1984,,2004,9,742000
676,27127,1,Bungalow,,1035,693,1,1965,1982,2002,7,94000
677,27119,2,Town,300,3082,2881,3,1962,,1997,3,480000
678,27133,2,Town,,1425,1908,2,1987,,2004,2,295500
679,27121,2,Cottage,340,3474,3124,3,1976,,1998,5,691500
680,27115,3,Town,353,2813,3912,3,1986,,2001,12,1151000
681,27133,1,Bungalow,,956,761,1,1961,,2003,1,91500
682,27121,1,Bungalow,267,1692,988,1,1981,,2004,9,297000
683,27121,2,Detached,279,2831,2369,2,1967,,2003,7,480500
684,27133,2,Farm,257,2807,2441,2,1974,,1999,3,503000
685,27137,1,Bungalow,,1147,753,1,1983,,2002,11,188500
686,27115,2,Town,274,2296,2191,2,1979,,2003,4,602500
687,27137,2,Detached,,2459,2505,3,1982,,1997,9,571000
688,27131,2,Cottage,,2102,2462,2,1976,,2000,10,465500
689,27127,1,Bungalow,,1270,930,1,1987,,2000,5,156500
690,27133,1,Bungalow,,1017,626,1,1971,,1997,2,148000
691,27134,2,Detached,,1187,1613,2,1965,,2001,3,183500
692,27119,2,Cottage,265,2434,2612,2,1969,,2002,5,448500
693,27115,3,Detached,287,3176,3958,3,1988,,1998,10,1232000
694,27127,1,Bungalow,,955,669,1,1987,,1997,10,112000
695,27115,1,Bungalow,331,2246,1410,1,1968,,2000,3,370500
696,27131,1,Bungalow,,784,578,1,1971,,2000,11,111500
697,27137,1,Bungalow,,1316,1054,1,1972,,1998,10,200000
698,27119,3,Town,344,2214,4430,3,1975,,1998,7,725500
699,27134,2,Cottage,,1452,1844,2,1982,,1998,8,355500
700,27115,3,Detached,345,2445,4589,3,1978,,2002,11,1004500
701,27137,2,Detached,,749,1018,3,1982,,1997,11,219000
702,27133,3,Detached,,1744,3122,3,1986,,1997,5,641000
703,27137,2,Farm,228,1806,2240,2,1966,,2002,9,399500
704,27131,3,Town,,1111,2485,3,1967,1982,1996,3,367000
705,27119,2,Detached,,1723,2004,3,1969,,1999,5,331000
706,27137,3,Town,220,1891,2892,3,1968,1989,1995,1,528500
707,27137,2,Town,,1790,1903,2,1962,1978,2003,4,341500
708,27121,2,Detached,198,1265,1640,1,1986,,1996,9,454000
709,27137,2,Town,,1059,1511,2,1978,,2001,12,277000
710,27119,1,Bungalow,272,2574,1197,1,1977,,1997,6,310000
711,27119,2,Cottage,229,2195,2353,2,1973,,1996,4,450000
712,27119,2,Detached,191,2012,2622,2,1985,,1998,2,590500
713,27133,3,Detached,195,1962,3028,3,1972,,1995,10,493000
714,27127,2,Farm,,711,1090,1,1961,1979,2001,11,117500
715,27119,1,Bungalow,269,2268,1449,1,1973,,1995,5,307000
716,27131,1,Bungalow,,1315,913,1,1987,,1995,9,239000
717,27121,2,Ranch,204,1763,1494,2,1980,,2000,1,398000
718,27133,2,Town,209,2292,2878,2,1977,,1995,8,523500
719,27115,1,Bungalow,,922,701,1,1979,,2003,11,222500
720,27137,2,Farm,262,2240,2710,3,1972,1986,1999,2,536500
721,27134,2,Detached,,1267,1717,2,1978,,2004,12,239000
722,27121,3,Detached,,1768,2442,3,1962,1987,2004,12,519500
723,27119,2,Detached,213,2983,2810,2,1982,,2002,8,588500
724,27131,2,Detached,,2152,2362,2,1964,1986,2003,10,471000
725,27133,2,Detached,,799,1105,2,1982,,1995,7,242000
726,27131,3,Detached,,2284,3878,3,1971,,1998,7,631500
727,27133,1,Bungalow,,1362,948,1,1961,,2000,2,118000
728,27134,1,Bungalow,,1347,997,1,1972,1986,2001,11,150000
729,27119,3,Cottage,,1720,2892,3,1964,,1997,7,403000
730,27121,1,Bungalow,,1737,770,1,1962,1986,2003,7,226000
731,27115,3,Cottage,430,3582,4386,3,1983,,1997,3,1149000
732,27134,2,Detached,,1621,1875,3,1988,,1998,12,372000
733,27121,3,Cottage,,1868,3282,3,1986,,2002,10,749500
734,27137,1,Bungalow,264,2582,1225,1,1970,,1995,11,282000
735,27119,2,Town,,1400,1629,2,1961,,1999,4,257000
736,27137,3,Cottage,207,1823,3093,3,1962,1983,2002,8,532000
737,27134,1,Bungalow,,1700,918,1,1965,,1998,1,160500
738,27127,2,Cottage,,1133,1663,2,1977,,1997,3,195000
739,27115,2,Cottage,,2086,1973,2,1980,,2001,7,569000
740,27133,2,Town,,820,1299,2,1967,,2001,5,144000
741,27137,2,Cottage,,1311,1972,3,1975,,1999,9,345500
742,27121,1,Bungalow,232,1824,985,1,1971,,2001,7,249000
743,27115,2,Detached,,976,1457,2,1974,,1996,1,304500
744,27134,2,Town,,1584,2174,2,1979,,1997,6,361500
745,27137,2,Town,264,2721,2494,2,1985,,2001,6,603500
746,27121,2,Detached,,1083,1144,2,1967,1989,2000,7,281500
747,27137,2,Town,275,1701,2294,2,1965,,2003,8,350000
748,27134,2,Farm,,1706,2373,2,1987,,2004,11,350500
749,27119,1,Bungalow,,2101,1268,1,1982,,2003,6,321500
750,27131,2,Detached,,2089,2359,2,1969,1981,2000,6,423500
751,27134,2,Town,,1151,1799,2,1967,1985,1999,4,291000
752,27115,2,Detached,,1039,1229,1,1977,,2004,11,298000
753,27115,3,Town,408,2677,4815,3,1975,,2003,6,1068500
754,27131,2,Detached,,1426,1734,2,1965,,2000,3,287500
755,27131,1,Bungalow,205,1876,1098,1,1972,,2000,8,249000
756,27119,2,Town,231,1727,1952,2,1970,,2000,7,362500
757,27127,2,Cottage,,907,1408,2,1971,,1999,2,138000
758,27131,2,Detached,260,2073,2521,2,1977,,2001,5,518000
759,27115,3,Detached,280,2126,2563,3,1981,,2004,12,635500
760,27134,1,Bungalow,,951,643,1,1963,1982,1996,6,122000
761,27121,3,Ranch,359,2706,3670,3,1975,,1995,6,715000
762,27119,2,Ranch,,1603,2075,2,1989,,2004,11,493000
763,27131,2,Detached,,1735,1712,2,1973,,1997,12,346500
764,27119,2,Ranch,195,3148,2939,3,1987,,1996,7,711000
765,27127,1,Bungalow,,940,792,1,1986,,2003,8,124500
766,27133,3,Detached,245,2894,4606,3,1962,1980,1997,4,769000
767,27115,2,Farm,,1165,1178,2,1975,,1995,12,278000
768,27119,2,Town,,1981,2021,2,1970,,1998,10,386000
769,27133,2,Detached,,857,1143,2,1984,,1996,5,269500
770,27119,2,Detached,,996,1271,2,1967,1984,1998,4,249500
771,27119,2,Town,,1696,2050,1,1975,,2004,1,371500
772,27134,2,Detached,,977,1454,2,1976,,2000,8,186000
773,27127,1,Bungalow,,1547,1142,1,1967,1986,1997,7,161500
774,27119,2,Farm,221,2426,2553,2,1960,1987,1996,6,497000
775,27115,2,Town,329,4614,3480,2,1961,,1999,11,747500
776,27121,2,Farm,234,3014,2667,2,1974,,2000,7,657500
777,27115,2,Detached,460,2464,2752,2,1977,,1999,1,693500
778,27127,2,Farm,,1542,2295,2,1967,,1997,3,221500
779,27119,3,Cottage,213,2125,3707,3,1977,,1996,4,613500
780,27137,1,Bungalow,229,2863,1464,1,1964,1985,1996,1,340000
781,27134,2,Town,,898,1319,2,1982,,2002,12,182000
782,27121,2,Cottage,,984,1182,2,1969,1986,1995,12,264000
783,27137,2,Cottage,,1254,1580,3,1971,1988,1999,10,314000
784,27119,2,Detached,211,1616,1981,3,1975,,1999,9,375000
785,27121,2,Detached,300,2142,2530,2,1977,,2001,6,620500
786,27137,2,Cottage,,1338,1437,3,1986,,2001,1,313500
787,27133,1,Bungalow,,1233,948,1,1975,,2000,9,141000
788,27127,2,Farm,,1146,1902,2,1978,,1998,6,213000
789,27137,2,Town,,2001,2285,1,1968,,2004,8,403500
790,27131,2,Ranch,,1030,1302,2,1977,,2004,7,266000
791,27119,2,Town,,919,1134,2,1976,,1999,7,219500
792,27134,1,Bungalow,,1495,1072,1,1975,,2004,11,173000
793,27119,2,Cottage,241,1534,2060,2,1978,,2001,2,385000
794,27131,2,Farm,,1196,1723,2,1989,,1996,10,392000
795,27121,1,Bungalow,199,3261,1320,1,1973,,1995,2,386500
796,27121,3,Detached,,1420,2921,3,1980,,2001,1,606000
797,27134,1,Bungalow,,819,627,1,1963,1977,2003,4,87000
798,27134,2,Detached,,1205,1767,2,1969,1984,1996,5,278500
799,27121,1,Bungalow,423,2406,1461,1,1986,,1997,12,455000
800,27137,2,Cottage,284,2085,2466,2,1969,,1999,9,390500
801,27134,1,Bungalow,,1673,1157,1,1981,,2003,1,194500
802,27137,2,Detached,239,2321,2089,1,1963,1976,2002,3,400000
803,27121,2,Detached,411,3302,2851,2,1976,,1998,10,729500
804,27121,2,Detached,410,2649,2881,3,1982,,1999,5,768000
805,27121,2,Ranch,,1444,1816,2,1976,,1997,2,413000
806,27137,3,Cottage,202,1528,2684,3,1971,,1997,1,399500
807,27133,2,Cottage,,662,1008,1,1979,,2003,2,129000
808,27115,3,Detached,,1461,2147,3,1968,,1999,4,441500
809,27131,3,Detached,,1782,4132,3,1989,,1999,2,829500
810,27119,2,Cottage,272,2384,2621,1,1970,1984,2000,8,481500
811,27127,1,Bungalow,,719,544,1,1976,,2001,4,74000
812,27131,2,Detached,,842,1144,2,1961,,1995,11,169500
813,27133,2,Farm,,1059,1573,2,1970,,2002,7,175000
814,27121,1,Bungalow,,1726,768,1,1970,,2004,11,241500
815,27137,3,Town,,1488,3277,3,1972,,2002,12,550000
816,27133,1,Bungalow,,1374,1002,1,1987,,2002,2,188500
817,27134,2,Town,,1260,1681,2,1965,,2003,5,188500
818,27119,2,Detached,201,1704,1879,2,1982,,1995,6,397500
819,27137,3,Town,,2110,3208,3,1977,,2004,1,607500
820,27127,2,Farm,,1150,1740,2,1966,,2000,4,173000
821,27127,2,Cottage,,1194,1790,2,1982,,2001,5,224000
822,27119,1,Bungalow,225,2418,1382,1,1964,1978,1998,12,300500
823,27134,2,Detached,,1201,1845,2,1980,,2000,1,246500
824,27134,2,Town,,2095,2466,2,1986,,1996,5,485000
825,27134,2,Detached,,833,1263,2,1973,,2004,2,151500
